,Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other.1, Other.2, Other.3, Other.4, Other.5, Other.6, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other.7, Timestamp (Formatted)
1119,184.0,85712.65914591064,115594.95217739968,0.0,-187500.02235174447,-41805.40642802792,-51817.60213584926,-48477.55861014827,-54389.08092845451,-52157.0133754031,187500.0,-22086.94333874504,-44022.5430157832,-53259.312004961015,-60350.51469212946,0.0,-24366.44129353062,0.19965625,0.92340625,0.2213125,192.0,3.0,24.0,14.0,112.0,3.0,120.0,0.0,0.0,0.0,1647985910.818138,0.0, 2022-03-22 22:51:50.818
1120,186.0,86870.81478486238,94465.49051588662,0.0,-187500.02235174447,-42327.29730931489,-51585.09929002515,-48441.97463297542,-53147.21800651765,-52624.00837230783,187500.0,-22122.23674323997,-44586.18695571268,-53285.41884248482,-60536.525909486525,0.0,-24054.23212697889,0.19965625,0.92340625,0.2213125,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.826186,0.0, 2022-03-22 22:51:50.826
1121,188.0,85974.33101824892,103723.94069718607,0.0,-187500.02235174447,-41077.81244251876,-51225.54912871708,-47858.817620136455,-54077.81053516991,-51798.31258038433,187500.0,-21478.90883432732,-43708.74687537514,-52640.86158762713,-59857.0775815341,0.0,-23960.779483411254,0.19965625,0.92340625,0.2213125,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.834133,0.0, 2022-03-22 22:51:50.834
1122,190.0,86286.98721968976,109612.97716057028,0.0,-187500.02235174447,-42639.52882761107,-52066.667624314745,-48878.593609165386,-53801.967656846966,-52658.742983191376,187500.0,-22490.07940174096,-44554.58158905287,-53677.62490244209,-60776.248368769695,0.0,-24430.74726232854,0.19965625,0.92340625,0.2213125,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.84117,0.0, 2022-03-22 22:51:50.841
1123,192.0,86681.7637302594,90499.44168322584,0.0,-187500.02235174447,-41380.1197862768,-51052.52427488855,-47799.74195954108,-53310.922182908325,-52117.8531191174,187500.0,-21525.31105581654,-44090.291153227234,-52703.64763780208,-60001.04516757074,0.0,-23773.5612718536,0.19965625,0.92340625,0.2213125,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.849318,0.0, 2022-03-22 22:51:50.849
1124,194.0,85707.78646561939,115562.13981653927,0.0,-187500.02235174447,-41807.57454724009,-51816.21632769303,-48472.57417113474,-54399.899172770885,-52166.646977263335,187500.0,-22086.742173044942,-44027.14747514099,-53265.74930736415,-60353.62158460875,0.0,-24351.800900912396,0.19965625,0.92340625,0.2213125,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.856788,0.0, 2022-03-22 22:51:50.856
1125,196.0,86866.41149120468,94633.44152372378,0.0,-187500.02235174447,-42347.81621072486,-51590.374301716605,-48453.57518834772,-53156.13635255533,-52641.62154693861,187500.0,-22131.602124166744,-44595.50763315053,-53320.287563835096,-60546.85241542488,0.0,-24053.38276068959,0.2,0.922,0.222,192.0,3.0,32.0,14.0,104.0,3.0,120.0,0.0,0.0,0.0,1647985910.87171,0.0, 2022-03-22 22:51:50.871
1126,198.0,85982.89173637531,103558.6495469391,0.0,-187500.02235174447,-41090.32941941374,-51210.46170120975,-47846.50180894158,-54072.62493045627,-51809.756673545446,187500.0,-21479.400572705337,-43712.41256146581,-52658.72063144692,-59853.79187509917,0.0,-23947.144919293514,0.2,0.922,0.222,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.878321,0.0, 2022-03-22 22:51:50.878
1127,200.0,86279.63349576396,109787.03019464375,0.0,-187500.02235174447,-42618.94287096773,-52061.90670274576,-48858.8346670669,-53804.828680137245,-52661.31343380373,187500.0,-22489.677070340764,-44550.11124016181,-53674.02627158479,-60774.23671176872,0.0,-24425.42754714817,0.2,0.922,0.222,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.886375,0.0, 2022-03-22 22:51:50.886
1128,202.0,86690.48091059696,90407.79953095908,0.0,-187500.02235174447,-41384.18780376766,-51046.04226899651,-47803.31823865393,-53298.06992984652,-52132.91819488027,187500.0,-21532.955352420253,-44096.63904865254,-52696.62919004312,-60003.99559783883,0.0,-23765.626402571965,0.2,0.922,0.222,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.893459,0.0, 2022-03-22 22:51:50.893
1129,204.0,85711.09452379878,115509.05442345791,0.0,-187500.02235174447,-41793.001209855225,-51807.40974037764,-48453.08344996971,-54398.69217857029,-52168.8597999644,187500.0,-22084.79757127733,-44024.2417483618,-53256.652147370834,-60347.02781999443,0.0,-24341.6979124186,0.2,0.922,0.222,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.900949,0.0, 2022-03-22 22:51:50.900
1130,206.0,86864.757462115,94759.125382796,0.0,-187500.02235174447,-42362.65776904318,-51600.63375242159,-48458.64903433908,-53160.49494272411,-52648.170608064014,187500.0,-22140.20754578204,-44600.24620297506,-53329.295316850585,-60551.72509571614,0.0,-24050.2758682103,0.198,0.926,0.224,192.0,3.0,24.0,14.0,120.0,3.5,0.0,0.0,0.0,0.0,1647985910.908981,0.0, 2022-03-22 22:51:50.908
1131,208.0,85992.92766963574,103353.50523632827,0.0,-187500.02235174447,-41097.86195729518,-51213.45683496676,-47847.86526535336,-54070.68032868866,-51813.735284058486,187500.0,-21473.991450547157,-43714.33481148897,-52656.70897444594,-59853.4789506768,0.0,-23938.07011104466,0.198,0.926,0.224,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.91613,0.0, 2022-03-22 22:51:50.916
1132,210.0,86279.25351610822,109927.15328063408,0.0,-187500.02235174447,-42624.24023440364,-52059.179789922215,-48854.74429783157,-53811.62361045166,-52660.03938436978,187500.0,-22484.044430738024,-44540.20941736811,-53683.34694902265,-60768.492313443705,0.0,-24425.15932621471,0.198,0.926,0.224,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.922572,0.0, 2022-03-22 22:51:50.922
1133,212.0,86698.97457348998,90341.14662899336,0.0,-187500.02235174447,-41394.447254472645,-51041.70603057218,-47787.98494195759,-53283.85422037295,-52141.23304381765,187500.0,-21542.320733347027,-44098.02485680877,-52704.51935583584,-59996.95479833541,0.0,-23765.22407117177,0.198,0.926,0.224,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.931239,0.0, 2022-03-22 22:51:50.931
1134,214.0,85698.01875329242,115473.24692884053,0.0,-187500.02235174447,-41785.02163708468,-51796.83736525028,-48440.45471435246,-54396.76992854714,-52171.9666924437,187500.0,-22086.116324200197,-44017.022134902734,-53262.86593232941,-60334.28732565491,0.0,-24337.898115861197,0.198,0.926,0.224,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.939112,0.0, 2022-03-22 22:51:50.939
1135,216.0,86855.21326723257,94962.8615335061,0.0,-187500.02235174447,-42362.99304521001,-51601.907801855545,-48445.685022555,-53152.76123914257,-52665.1802855945,187500.0,-22163.609822226743,-44603.53190940999,-53338.90656696637,-60552.66386898325,0.0,-24055.93085955749,0.204,0.928,0.218,192.0,3.0,48.0,14.5,0.0,3.0,104.0,0.0,0.0,0.0,1647985910.945723,0.0, 2022-03-22 22:51:50.945
1136,218.0,86001.62249822885,103169.63978643891,0.0,-187500.02235174447,-41074.23616340592,-51190.12161375542,-47821.26668945154,-54041.31013647439,-51818.36209516074,187500.0,-21477.9700610602,-43709.50683468662,-52647.34359351917,-59840.06790400361,0.0,-23928.190639995413,0.204,0.928,0.218,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.956151,0.0, 2022-03-22 22:51:50.956
1137,220.0,86264.09903336753,110163.0535916154,0.0,-187500.02235174447,-42613.77961799856,-52056.5869875654,-48862.72387060212,-53817.74798843241,-52658.430058769,187500.0,-22495.26500645459,-44524.11616136029,-53666.18080928097,-60751.68380161331,0.0,-24421.65010233523,0.204,0.928,0.218,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.962446,0.0, 2022-03-22 22:51:50.962
1138,222.0,86705.18835844855,90302.32164887448,0.0,-187500.02235174447,-41414.8767489048,-51049.73030683164,-47805.66517182174,-53276.88047610289,-52160.14261962684,187500.0,-21561.051495200576,-44107.68081041346,-52726.60287935768,-60006.14136530655,0.0,-23763.14535893743,0.204,0.928,0.218,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.969306,0.0, 2022-03-22 22:51:50.969
1139,224.0,85704.41135220663,115413.21014323356,0.0,-187500.02235174447,-41758.17719199386,-51774.016234161405,-48426.30606011225,-54391.11493719995,-52161.19315161624,187500.0,-22076.19214966204,-44002.47114926233,-53258.75321134964,-60320.429244092615,0.0,-24325.60465641077,0.204,0.928,0.218,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.975812,0.0, 2022-03-22 22:51:50.975
1140,226.0,86860.3988719462,95164.74248942644,0.0,-187500.02235174447,-42366.256399900485,-51601.01373207733,-48452.45760112496,-53155.219931032654,-52662.96746289342,187500.0,-22163.05102861536,-44599.28507796348,-53345.92501472533,-60551.54628176049,0.0,-24059.90947007054,0.206,0.932,0.222,192.0,3.0,56.0,14.5,16.0,3.0,120.0,0.0,0.0,0.0,1647985910.982845,0.0, 2022-03-22 22:51:50.982
1141,228.0,86011.94900416721,103005.17565073675,0.0,-187500.02235174447,-41066.435404591015,-51182.96905552972,-47818.204500461165,-54032.101217758805,-51812.97532474701,187500.0,-21468.38116268887,-43706.39994220733,-52640.79453239376,-59831.23896494377,0.0,-23923.943808548906,0.206,0.932,0.222,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985910.998979,0.0, 2022-03-22 22:51:50.998
1142,230.0,86267.5635537581,110332.18924190872,0.0,-187500.02235174447,-42606.33648709494,-52050.97669970712,-48861.47217291263,-53820.340790789225,-52648.79645690876,187500.0,-22491.21934070818,-44520.51753050298,-53672.21578028391,-60749.38157193441,0.0,-24426.321616926387,0.206,0.932,0.222,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.00606,0.0, 2022-03-22 22:51:51.006
1143,232.0,86728.41182093762,90209.0925227514,0.0,-187500.02235174447,-41409.24410930206,-51040.0967049714,-47791.1812414147,-53258.57439739399,-52144.965785141685,187500.0,-21547.72985550521,-44102.71872314438,-52726.93815552451,-60000.77694663727,0.0,-23766.296954905625,0.206,0.932,0.222,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.014124,0.0, 2022-03-22 22:51:51.014
1144,234.0,85719.20820703605,115333.70498820604,0.0,-187500.02235174447,-41747.47070639976,-51766.88602768016,-48414.16906287301,-54394.4900506127,-52137.209729815695,187500.0,-22056.232041863448,-43990.132986323,-53233.026353481575,-60307.152307886165,0.0,-24328.19745876759,0.206,0.932,0.222,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.021593,0.0, 2022-03-22 22:51:51.021
1145,236.0,86872.93820058563,95310.4535115306,0.0,-187500.02235174447,-42380.27094367397,-51605.01469433483,-48457.37498490512,-53161.07608807994,-52650.539892976274,187500.0,-22160.05589485835,-44599.933278552686,-53334.50327330867,-60552.66386898325,0.0,-24068.09020854118,0.21,0.926,0.224,192.0,3.0,72.0,14.0,120.0,3.5,0.0,0.0,0.0,0.0,1647985911.028897,0.0, 2022-03-22 22:51:51.028
1146,238.0,86035.19481840072,102849.16047443872,0.0,-187500.02235174447,-41064.02141618984,-51175.05653799255,-47811.67779108021,-54035.386924193735,-51800.74892052996,187500.0,-21457.89819453933,-43704.14241601735,-52645.5778057072,-59824.68990381836,0.0,-23922.043910270204,0.21,0.926,0.224,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.036262,0.0, 2022-03-22 22:51:51.036
1147,240.0,86278.9182399414,110462.38815336088,0.0,-187500.02235174447,-42601.97789692615,-52049.2332636396,-48852.3303094304,-53825.03465712484,-52628.3222589877,187500.0,-22477.4059626348,-44507.70998093009,-53663.65506215752,-60738.071589240026,0.0,-24429.56261987241,0.21,0.926,0.224,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.044313,0.0, 2022-03-22 22:51:51.044
1148,242.0,86752.75287064945,90133.23070207008,0.0,-187500.02235174447,-41426.47730427711,-51033.19001593471,-47798.37850312931,-53233.65220232632,-52139.33314553895,187500.0,-21545.42762582632,-44101.35526673261,-52724.61357410116,-59988.17056276448,0.0,-23773.04718173113,0.21,0.926,0.224,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.051427,0.0, 2022-03-22 22:51:51.051
1149,244.0,85730.49583798597,115238.86653648216,0.0,-187500.02235174447,-41731.77978179214,-51754.70432695202,-48393.09136785166,-54378.17327716032,-52125.58682269893,187500.0,-22044.206803346493,-43973.4809367038,-53234.79214129355,-60288.01921463242,0.0,-24330.298522746387,0.21,0.926,0.224,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.057817,0.0, 2022-03-22 22:51:51.057
1150,246.0,86868.73607262803,95457.21506562411,0.0,-187500.02235174447,-42383.95898150909,-51615.49766248437,-48467.29915944328,-53161.70193692469,-52657.91596864653,187500.0,-22173.511645020444,-44601.29673496446,-53357.86084626447,-60553.245014339096,0.0,-24077.61205167914,0.21,0.922,0.224,192.0,3.0,72.0,14.0,104.0,3.5,0.0,0.0,0.0,0.0,1647985911.065767,0.0, 2022-03-22 22:51:51.065
1151,248.0,86049.32112089648,102604.25241044191,0.0,-187500.02235174447,-41050.83388696121,-51165.042956476565,-47789.54956406946,-54008.341313402816,-51809.466100867525,187500.0,-21462.6144126194,-43711.13851203186,-52637.46412246992,-59823.86288927352,0.0,-23916.187753222915,0.21,0.922,0.224,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.073926,0.0, 2022-03-22 22:51:51.073
1152,250.0,86263.02614963368,110637.7599403572,0.0,-187500.02235174447,-42597.7534172241,-52066.533513848015,-48847.72585007261,-53851.58852953775,-52624.477758941386,187500.0,-22477.271852168065,-44499.52924245945,-53663.85622785762,-60731.14254845888,0.0,-24434.54705888594,0.21,0.922,0.224,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.083908,0.0, 2022-03-22 22:51:51.083
1153,252.0,86749.84714387025,90122.6806786872,0.0,-187500.02235174447,-41438.502542794056,-51068.39401345182,-47824.306526697466,-53256.18276073728,-52160.18732311575,187500.0,-21562.437303356804,-44125.91983388899,-52729.37449567014,-60016.758443922816,0.0,-23773.09188522004,0.21,0.922,0.224,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.090039,0.0, 2022-03-22 22:51:51.090
1154,254.0,85723.96912860504,115216.85006819369,0.0,-187500.02235174447,-41706.61171753547,-51754.01142287391,-48376.39461474355,-54382.129535928914,-52125.13978780983,187500.0,-22043.98328590194,-43980.8793641185,-53214.519109072586,-60295.43999379158,0.0,-24325.76111862196,0.21,0.922,0.224,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.096506,0.0, 2022-03-22 22:51:51.096
1155,0.0,86867.32791272736,95674.13874556289,0.0,-187500.02235174447,-42385.36714140978,-51617.2858020408,-48457.71026107195,-53156.94101535571,-52665.98494839489,187500.0,-22183.793447469885,-44612.27144149202,-53345.94736646979,-60566.43254356773,0.0,-24080.67424066952,0.208,0.922,0.225,192.0,3.0,56.0,14.0,104.0,3.5,8.0,0.0,0.0,0.0,1647985911.105807,0.0, 2022-03-22 22:51:51.105
1156,2.0,86049.20936217421,102491.30904570926,0.0,-187500.02235174447,-41058.76875624285,-51159.6785378073,-47791.3824071148,-54001.65814181068,-51805.889821754674,187500.0,-21451.550299114027,-43707.98691606366,-52633.03847706777,-59821.60536308353,0.0,-23918.55703813517,0.208,0.922,0.225,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.118438,0.0, 2022-03-22 22:51:51.118
1157,4.0,86263.31672231159,110881.10338224212,0.0,-187500.02235174447,-42593.57364101096,-52046.66281302725,-48836.88525401178,-53843.47484630047,-52620.141520517056,187500.0,-22473.583814332946,-44495.86355636878,-53668.214818026405,-60732.21543219274,0.0,-24437.855117065326,0.208,0.922,0.225,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.126082,0.0, 2022-03-22 22:51:51.126
1158,6.0,86761.35829226475,90157.59410352635,0.0,-187500.02235174447,-41449.20902838815,-51045.66228934077,-47806.15691019975,-53238.94956576223,-52154.59938700192,187500.0,-21552.87075672993,-44113.91694711649,-52745.64656563361,-60010.34349326414,0.0,-23783.776019069675,0.208,0.922,0.225,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.134085,0.0, 2022-03-22 22:51:51.134
1159,8.0,85725.82432339482,115212.96086465848,0.0,-187500.02235174447,-41691.54664177259,-51715.454663688506,-48346.95736729591,-54368.71848925573,-52107.45955794568,187500.0,-22031.01927411786,-43964.78610811068,-53211.59103054894,-60276.396307515664,0.0,-24329.78443262392,0.208,0.922,0.225,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.140822,0.0, 2022-03-22 22:51:51.140
1160,10.0,86869.42897670616,95888.02258825571,0.0,-187500.02235174447,-42378.840432028825,-51594.68818839648,-48445.61796732163,-53149.45318096318,-52651.50101798785,187500.0,-22182.832322458307,-44593.65243836075,-53356.78796253061,-60556.15074111828,0.0,-24092.14068557509,0.206,0.921,0.2275,192.0,3.0,48.0,14.0,96.0,3.5,24.0,0.0,0.0,0.0,1647985911.148971,0.0, 2022-03-22 22:51:51.148
1161,12.0,86068.1189379834,102346.916776528,0.0,-187500.02235174447,-41036.17114259853,-51119.043066387545,-47757.13953460927,-53975.50660079797,-51783.42631857709,187500.0,-21442.36373214289,-43687.04333150904,-52613.03366578027,-59795.67733951537,0.0,-23920.054605013684,0.206,0.921,0.2275,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.156745,0.0, 2022-03-22 22:51:51.156
1162,14.0,86249.81626866058,111041.18657603105,0.0,-187500.02235174447,-42566.57273370895,-52025.00397265005,-48821.976640460096,-53841.97727942196,-52592.24654343684,187500.0,-22472.44387536572,-44466.60512287678,-53650.28871897325,-60703.962827201234,0.0,-24448.628657892783,0.206,0.921,0.2275,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.163368,0.0, 2022-03-22 22:51:51.163
1163,16.0,86769.38256852419,90140.96440565164,0.0,-187500.02235174447,-41446.03508067549,-51018.54962331649,-47794.3328373829,-53215.547289317525,-52140.78600892854,187500.0,-21568.181701681817,-44099.72358938737,-52730.469731148456,-59993.55733317821,0.0,-23785.98884177075,0.206,0.921,0.2275,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.171867,0.0, 2022-03-22 22:51:51.171
1164,18.0,85729.40060250767,115192.82194290424,0.0,-187500.02235174447,-41685.33285681401,-51691.538297121326,-48351.338309209146,-54369.09846891147,-52082.93969427821,187500.0,-22021.25156179089,-43938.56751186461,-53201.711559499694,-60247.58490891277,0.0,-24326.58813316681,0.206,0.921,0.2275,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.178267,0.0, 2022-03-22 22:51:51.178
1165,20.0,86867.21615400507,96081.96867489442,0.0,-187500.02235174447,-42380.31564716288,-51588.8767348381,-48459.16312446155,-53156.203407788686,-52636.95003234745,187500.0,-22185.872159704228,-44585.00231325654,-53365.19221844581,-60542.42677002273,0.0,-24101.126086846125,0.206,0.9195,0.22975,192.0,3.0,56.0,14.0,88.0,3.5,32.0,0.0,0.0,0.0,1647985911.186891,0.0, 2022-03-22 22:51:51.186
1166,22.0,86073.28219095257,102225.32328669111,0.0,-187500.02235174447,-41048.08462239321,-51117.00905764211,-47771.288188849474,-53978.70290025508,-51773.30097833884,187500.0,-21438.72039779668,-43684.204659963216,-52612.22900297988,-59788.39067082294,0.0,-23915.02546251124,0.206,0.9195,0.22975,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.194953,0.0, 2022-03-22 22:51:51.194
1167,24.0,86254.04074836263,111214.56905777086,0.0,-187500.02235174447,-42553.83223936943,-52015.61623997882,-48805.07872165188,-53838.87038694268,-52573.515781583286,187500.0,-22459.658677537285,-44455.87628553823,-53660.72698363388,-60692.45167880675,0.0,-24446.058207280425,0.206,0.9195,0.22975,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.201117,0.0, 2022-03-22 22:51:51.201
1168,26.0,86788.60506875576,90090.3600562048,0.0,-187500.02235174447,-41445.54334229748,-51019.6895622837,-47792.634104804296,-53205.17607989026,-52123.79868314251,187500.0,-21553.049570685576,-44094.51563292929,-52737.242309718415,-59983.275530728766,0.0,-23787.57581562708,0.206,0.9195,0.22975,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.20912,0.0, 2022-03-22 22:51:51.209
1169,28.0,85728.99827110747,115114.81435475522,0.0,-187500.02235174447,-41666.78090891611,-51693.92993377805,-48325.29852691872,-54372.89826546887,-52061.01263296755,187500.0,-22000.21857025845,-43926.05053496963,-53186.28885582553,-60232.36337093871,0.0,-24324.732938377016,0.206,0.9195,0.22975,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.218417,0.0, 2022-03-22 22:51:51.218
1170,30.0,86858.81189808987,96255.14999093414,0.0,-187500.02235174447,-42399.47109216108,-51604.96999084592,-48463.76758381935,-53166.842838149416,-52645.39899175156,187500.0,-22199.037337188405,-44597.45223491815,-53378.446802907805,-60559.92818593123,0.0,-24102.511895002357,0.205,0.91875,0.230875,192.0,3.0,48.0,14.0,88.0,3.5,32.0,0.0,0.0,0.0,1647985911.224543,0.0, 2022-03-22 22:51:51.224
1171,32.0,86086.40266494783,102037.36746756644,0.0,-187500.02235174447,-41037.35578505466,-51113.67864771827,-47743.41556351371,-53967.95171117207,-51770.10467888173,187500.0,-21435.032359961555,-43689.03263676556,-52602.57304937518,-59787.72011848928,0.0,-23902.888465272008,0.205,0.91875,0.230875,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.230793,0.0, 2022-03-22 22:51:51.230
1172,34.0,86239.62387318896,111398.16628672676,0.0,-187500.02235174447,-42566.08099533093,-52031.39657156427,-48806.24101236356,-53873.20266642603,-52567.12318266907,187500.0,-22464.330192128444,-44457.15033497219,-53653.17209400798,-60696.474992808704,0.0,-24444.9182683132,0.205,0.91875,0.230875,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.245787,0.0, 2022-03-22 22:51:51.245
1173,36.0,86794.75179848097,90070.1093757283,0.0,-187500.02235174447,-41469.616171075846,-51039.694373571205,-47795.33866588338,-53207.47830956916,-52127.86670063338,187500.0,-21567.75701853717,-44104.37275223408,-52736.08001900674,-59996.23954251284,0.0,-23785.60886211501,0.205,0.91875,0.230875,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.253101,0.0, 2022-03-22 22:51:51.253
1174,38.0,85742.56577999184,115040.56185967468,0.0,-187500.02235174447,-41650.28532150809,-51682.17291619456,-48321.58813733914,-54372.51828581313,-52048.60741479485,187500.0,-21999.34685222469,-43922.40720062342,-53180.79032668952,-60231.24578371594,0.0,-24314.38408069421,0.205,0.91875,0.230875,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.262622,0.0, 2022-03-22 22:51:51.262
1175,40.0,86870.54656392892,96415.09907425632,0.0,-187500.02235174447,-42387.66937108867,-51617.64342995208,-48463.94639777498,-53174.10715509739,-52621.952011817935,187500.0,-22191.191874884596,-44581.828365543886,-53371.718927826754,-60549.64638348179,0.0,-24108.77038344984,0.2015,0.919375,0.2284375,192.0,3.0,24.0,14.0,96.0,3.5,8.0,0.0,0.0,0.0,1647985911.270698,0.0, 2022-03-22 22:51:51.270
1176,42.0,86102.00418257764,101845.72361060664,0.0,-187500.02235174447,-41028.817418672734,-51117.07611287548,-47728.95398485113,-53954.80888543235,-51756.35835604172,187500.0,-21424.16941215628,-43683.46705239619,-52592.380653903565,-59781.77455446417,0.0,-23898.01578498075,0.2015,0.919375,0.2284375,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.276783,0.0, 2022-03-22 22:51:51.276
1177,44.0,86233.2536260192,111531.2262214692,0.0,-187500.02235174447,-42556.8944283598,-52038.61618502333,-48794.12636686878,-53865.15603842212,-52558.406002331496,187500.0,-22460.06100893748,-44455.27278843794,-53650.869864329085,-60703.53814405658,0.0,-24440.02323627749,0.2015,0.919375,0.2284375,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.284285,0.0, 2022-03-22 22:51:51.284
1178,46.0,86807.78286549842,90012.97831690054,0.0,-187500.02235174447,-41469.66087456475,-51053.7983243225,-47787.67201753522,-53191.13918437233,-52130.10187507891,187500.0,-21568.36051563746,-44106.384409235056,-52733.93425153902,-60001.7157199044,0.0,-23780.691478334844,0.2015,0.919375,0.2284375,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.291984,0.0, 2022-03-22 22:51:51.291
1179,48.0,85741.738765447,114938.6826084474,0.0,-187500.02235174447,-41635.510818423136,-51693.46054714448,-48312.73684653483,-54376.20632364826,-52038.213853623136,187500.0,-21982.605395627663,-43910.82899699557,-53157.90214036729,-60222.908583034114,0.0,-24312.32772020432,0.2015,0.919375,0.2284375,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.299096,0.0, 2022-03-22 22:51:51.299
1180,50.0,86856.01793003296,96546.25911072006,0.0,-187500.02235174447,-42387.78112981095,-51630.853310925166,-48450.98238599091,-53175.31414929798,-52635.094837557655,187500.0,-22201.473677334037,-44594.94883953915,-53379.51968664166,-60566.63370926782,0.0,-24114.648892241585,0.20175,0.9206875,0.22421875,192.0,3.0,40.0,14.0,104.0,3.0,112.0,0.0,0.0,0.0,1647985911.305558,0.0, 2022-03-22 22:51:51.305
1181,52.0,86090.18010976078,101706.69576009462,0.0,-187500.02235174447,-41018.3791540121,-51116.1149878639,-47720.63913591375,-53949.28800455189,-51775.692614995554,187500.0,-21433.020702960577,-43702.13075901637,-52599.53321212927,-59796.43729882685,0.0,-23902.48613387181,0.20175,0.9206875,0.22421875,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647985911.313645,0.0, 2022-03-22 22:51:51.313
